code,title,va_code,node_code,match_type,token,range_size,mapping_note,icd10_crosswalk,curated_icd10_bucket,own_icd10_bucket
SC21,Vaginal flatus disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SC22,Infertility disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SC23,Uterine mass disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SC24,Breast lump disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SC2Y,Other specified other female reproductive system associated disorders (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SC2Z,"Other female reproductive system associated disorders (TM1), unspecified",VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SC4Y,Other specified female reproductive system disorders (TM1) (including childbirth),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SC4Z,"Female reproductive system disorders (TM1) (including childbirth), unspecified",VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SC50,Cold impediment disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SC51,Wind impediment disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SC52,Dampness impediment disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SC5Y,Other specified joint impediment disorders (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SC5Z,"Joint impediment disorders (TM1), unspecified",VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SC60,Muscle spasm disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SC61,Lumbago disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SC62,Numbness disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SC63,Wilting disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SC6Y,"Other specified bone, joint and muscle system disorders (TM1)",VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SC6Z,"Bone, joint and muscle system disorders (TM1), unspecified",VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SC70,Night blindness disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SC71,Wind glaucoma disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SC72,Inflammatory eyelid disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SC73,Non-inflammatory eyelid disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SC74,Corneal opacity disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SC75,Tinnitus disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SC80,Sudden deafness disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SC81,Gradual deafness disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SC8Y,Other specified deafness disorders (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SC8Z,"Deafness disorders (TM1), unspecified",VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SC90,Allergic rhinitis disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SC91,Nasal sinusitis disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SC92,Hoarseness disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SC93,Tonsillitis disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SC9Y,"Other specified eye, ear, nose and throat system disorders (TM1)",VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SC9Z,"Eye, ear, nose and throat system disorders (TM1), unspecified",VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SD00,Facial paralysis disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SD10,Migraine disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SD11,Head wind disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SD1Y,Other specified headache disorders (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SD1Z,"Headache disorders (TM1), unspecified",VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SD20,Convulsion disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SD21,Cerebral tinnitus disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SD22,Vertigo disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SD23,Forgetfulness disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SD24,Frequent protrusion of tongue disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SD30,Prodrome of wind stroke disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SD31,Sequela of wind stroke disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SD3Y,Other specified wind stroke disorders (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SD3Z,"Wind stroke disorders (TM1), unspecified",VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SD40,Syncope disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SD4Y,Other specified brain system disorders (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SD4Z,"Brain system disorders (TM1), unspecified",VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SD6Y,Other specified other body system disorders (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SD6Z,"Other body system disorders (TM1), unspecified",VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SD70,Qi goiter disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SD71,Wasting thirst disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SD72,Consumptive disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SD7Y,"Other specified qi, blood and fluid disorders (TM1)",VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SD7Z,"Qi, blood and fluid disorders (TM1), unspecified",VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SD80,Lily disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SD81,Manic disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SD82,Depression disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SD83,Uneasiness disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SD84,Insomnia disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SD85,Somnolence disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SD86,Dementia disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SD87,Repressed fire disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SD8Y,Other specified mental and emotional disorders (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SD8Z,"Mental and emotional disorders (TM1), unspecified",VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SD90,Seasonal cold disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SD91,Fatigue consumption disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SD92,Severe vomiting and diarrhoea disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SD93,Alternating fever and chills disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SD94,Parasitic disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SD95,Flowing phlegm disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE00,Summer-heat disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE01,Spring warmth disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE02,Dampness and warmth disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE0Y,Other specified warmth disorders (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE0Z,"Warmth disorders (TM1), unspecified",VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE2Y,Other specified external contraction disorders (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE2Z,"External contraction disorders (TM1), unspecified",VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE30,Developmental delay disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE31,Growth fever disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE32,Growth pain disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE33,Acute convulsion disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE34,Recurrent convulsion disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE35,Fright seizure disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE36,Night crying disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE37,Infantile malnutrition disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE38,Dribbling disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE39,Diaper dermatitis disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE3A,Infant stiffness disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE3B,Infant limpness disorder (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE3Y,Other specified childhood and adolescence associated disorders (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE3Z,"Childhood and adolescence associated disorders (TM1), unspecified",VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE5Y,Other specified traditional medicine disorders (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE5Z,"Traditional medicine disorders (TM1), unspecified",VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE70,Yang pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE71,Yin pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE72,Heat pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE73,Cold pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE74,Excess pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE75,Deficiency pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE76,Exterior pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE77,Interior pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE78,Moderate (Heat/Cold) pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE79,Medium (Excess/Deficiency) pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE7A,Tangled cold and heat pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE7Y,Other specified principle-based patterns (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE7Z,"Principle-based patterns (TM1), unspecified",VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE80,Wind factor pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE81,Cold factor pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE82,Dampness factor pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE83,Dryness factor pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE84,Fire-heat factor pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE85,Summer-heat factor pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE86,Pestilent factor pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE8Y,Other specified environmental factor patterns (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE8Z,"Environmental factor patterns (TM1), unspecified",VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE90,Qi deficiency pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE91,Qi stagnation pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE92,Qi uprising pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE93,Qi sinking pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE94,Qi collapse pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE9Y,Other specified qi patterns (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SE9Z,"Qi patterns (TM1), unspecified",VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SF00,Blood deficiency pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SF01,Blood stasis pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SF02,Blood heat pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SF03,Blood cold pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SF04,Blood dryness pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SF0Y,Other specified blood patterns (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SF0Z,"Blood patterns (TM1), unspecified",VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SF10,Fluid deficiency pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SF11,Fluid disturbance pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SF12,Dry-phlegm pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SF13,Damp phlegm pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SF14,Phlegm-fire harassing the heart system pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SF15,Wind-phlegm pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SF1Y,Other specified fluid patterns (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SF1Z,"Fluid patterns (TM1), unspecified",VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SF20,Essence deficiency pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SF2Y,Other specified essence patterns (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SF2Z,"Essence patterns (TM1), unspecified",VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SF4Y,Other specified body constituents patterns (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SF4Z,"Body constituents patterns (TM1), unspecified",VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SF50,Liver yin deficiency pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SF51,Liver yang deficiency pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SF52,Liver yang ascendant hyperactivity pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SF53,Liver qi deficiency pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SF54,Liver blood deficiency pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SF55,Liver depression and blood stasis pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SF56,Liver wind stirring the interior pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SF57,Liver qi stagnation pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SF58,Liver fire flaming upward pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SF59,Liver heat stirring wind pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SF5A,Liver-gallbladder dampness-heat pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SF5B,Liver meridian dampness-heat pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SF5C,Liver meridian cold stagnation pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SF5D,Gallbladder qi deficiency pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SF5E,Gallbladder depression with phlegm harassment pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SF5F,Gallbladder heat pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SF5G,Gallbladder cold pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SF5H,Liver and kidney yin deficiency pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
SF5J,Disharmony of liver and spleen systems pattern (TM1),VAs-99,vas_99,owner_fallback,,1,Owner decision 5b (2026-09-24): no annex range and no usable single-bucket crosswalk suggestion,,,
