review_type,code,title,va_code,token,detail,decision
crosswalk_disagreement,ME63.3,Chronic blistering skin disorder,VAs-99,L13.9,generated vas_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,ME63.4,Chronic scaling or hyperkeratotic skin disorder,VAs-99,L98.9,generated vas_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,ME63.5,Chronic lichenified skin disorder,VAs-99,L98.9,generated vas_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,ME63.6,Chronic discoid or annular skin disorder,VAs-99,L98.9,generated vas_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,ME63.7,Chronic excoriation of skin,VAs-99,L98.9,generated vas_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,ME64.0,Erythema,VAs-99,L53.9,generated vas_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,ME66.2,Excess and redundant skin,VAs-99,L98.7,generated vas_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,ME67,Skin disorder of uncertain or unspecified nature,VAs-99,L98.9,generated vas_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,ME92.0,Wedging of vertebra,VAs-99,M48.5,generated vas_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MF38,Symptom or complaint of female pelvis,VAs-99,N94.9,generated vas_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MF50.20,Stress incontinence,VAs-99,N39.3,generated vas_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MF50.21,Urge Incontinence,VAs-99,N39.4,generated vas_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MF50.23,Functional urinary incontinence,VAs-99,N39.4,generated vas_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MF50.24,Reflex incontinence,VAs-99,N39.4,generated vas_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MF96.0,Orthostatic proteinuria,VAs-99,N39.2,generated vas_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG30.04,Complex regional pain syndrome,VAs-99,G90.7,generated vas_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50,Finding of gram negative bacteria resistant to antimicrobial drugs,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.0,Antibiotic resistant Acinetobacter baumannii,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.00,Tetracycline resistant Acinetobacter baumannii,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.01,Aminoglycoside resistant Acinetobacter baumannii,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.0Y,Acinetobacter resistant to other antibiotic,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.0Z,Acinetobacter resistant to unspecified antibiotic,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.1,Antibiotic resistant Campylobacter,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.1Y,Other specified antibiotic resistant Campylobacter,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.1Z,Campylobacter resistant to unspecified antibiotic,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.2,Antibiotic resistant Escherichia coli,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.20,Sulfonamide or trimethoprim resistant Escherichia coli,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.21,Fluoroquinolone resistant Escherichia coli,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.23,Fourth-generation cephalosporins resistant Escherichia coli,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.26,Penicillin resistant Escherichia coli,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.2Y,Escherichia coli resistant to other antibiotic,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.2Z,Escherichia coli resistant to unspecified antibiotic,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.3,Antibiotic resistant Haemophilus influenzae,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.30,Ampicillin resistant Haemophilus influenzae,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.3Y,Other specified antibiotic resistant Haemophilus influenzae,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.3Z,"Antibiotic resistant Haemophilus influenzae, unspecified",VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.4,Antibiotic resistant Helicobacter pylori,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.40,Clarithromycin resistant Helicobacter pylori,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.4Y,Other specified antibiotic resistant Helicobacter pylori,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.4Z,"Antibiotic resistant Helicobacter pylori, unspecified",VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.5,Antibiotic resistant Klebsiella pneumoniae,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.50,Sulfonamide or trimethoprim resistant Klebsiella pneumoniae,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.51,Fluoroquinolone resistant Klebsiella pneumoniae,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.53,Fourth-generation cephalosporin resistant Klebsiella pneumoniae,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.5Y,Klebsiella pneumoniae resistant to other antibiotic,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.5Z,Klebsiella pneumoniae resistant to unspecified antibiotic,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.6,Antibiotic resistant Neisseria gonorrhoeae,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.60,Third generation cephalosporin resistant Neisseria gonorrhoeae,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.61,Macrolide resistant Neisseria gonorrhoeae,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.62,Aminocyclitol resistant Neisseria gonorrhoeae,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.63,Fluoroquinolone resistant Neisseria gonorrhoeae,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.64,Aminoglycoside resistant Neisseria gonorrhoeae,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.6Y,Neisseria gonorrhoeae resistant to other antibiotic,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.6Z,Neisseria gonorrhoeae resistant to unspecified antibiotic,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.7,Antibiotic resistant Neisseria meningitidis,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.70,Penicillin resistant Neisseria meningitidis,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.7Y,Other specified antibiotic resistant Neisseria meningitidis,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.7Z,"Antibiotic resistant Neisseria meningitidis, unspecified",VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.8,Antibiotic resistant Pseudomonas aeruginosa,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.8Y,Pseudomonas aeruginosa resistant to other antibiotic,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.8Z,Pseudomonas aeruginosa resistant to unspecified antibiotic,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.9,Antibiotic resistant Salmonella,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.92,Carbapenem resistant Salmonella,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.9Y,Salmonella resistant to other antibiotic,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.9Z,Salmonella resistant to unspecified antibiotic,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.A,Antibiotic resistant Shigella,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.A0,Carbapenem resistant Shigella,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.A2,Third-generation cephalosporins resistant Shigella,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.A3,Macrolides resistant Shigella,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.AY,Shigella resistant to other antibiotic,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.AZ,Shigella resistant to unspecified antibiotic,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.B,Antibiotic resistant Vibrio,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.BY,Vibrio resistant to other antibiotic,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.BZ,Vibrio resistant to unspecified antibiotic,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.Y,Other specified finding of gram negative bacteria resistant to antimicrobial drugs,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG50.Z,"Finding of gram negative bacteria resistant to antimicrobial drugs, unspecified",VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG51,Finding of gram positive bacteria resistant to antimicrobial drugs,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG51.0,Antibiotic resistant Staphylococcus aureus,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG51.02,Penicillinase-stable beta lactams resistant Staphylococcus aureus other than Methicillin resistant Staphylococcus aureus,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG51.0Y,Other specified antibiotic resistant Staphylococcus aureus,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG51.0Z,"Antibiotic resistant Staphylococcus aureus, unspecified",VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG51.1,Antibiotic resistant Streptococcus pneumoniae,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG51.11,Sulfonamide and trimethoprim resistant Streptococcus pneumoniae,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG51.12,Third-generation cephalosporins resistant Streptococcus pneumoniae,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG51.1Y,Streptococcus pneumoniae resistant to other antibiotic,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG51.1Z,Streptococcus pneumoniae resistant to unspecified antibiotic,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG51.2,Antibiotic resistant Enterococcus,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG51.2Y,Enterococcus resistant to other antibiotic,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG51.2Z,Enterococcus resistant to unspecified antibiotic,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG51.Y,Other specified finding of gram positive bacteria resistant to antimicrobial drugs,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG51.Z,"Finding of gram positive bacteria resistant to antimicrobial drugs, unspecified",VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG52,"Finding of bacteria, neither gram negative nor positive, resistant to antimicrobial drugs",VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG52.Y,"Other specified finding of bacteria, neither gram negative nor positive, resistant to antimicrobial drugs",VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG52.Z,"Finding of bacteria, neither gram negative nor positive, resistant to antimicrobial drugs, unspecified",VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG56,Finding of microorganism resistant to other multiple antimicrobial drugs,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG5Y,Finding of other microorganism resistant to antimicrobial drugs,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG5Z,"Finding of microorganism resistant to antimicrobial drugs, unspecified",VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG70,Abnormal diagnostic imaging results not elsewhere classified,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG71,"Abnormal laboratory results, not elsewhere classified",VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG71.0,Abnormal findings on neonatal screening,VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG71.Y,"Other specified abnormal laboratory results, not elsewhere classified",VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG71.Z,"Abnormal laboratory results, not elsewhere classified, unspecified",VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG7Y,"Other specified abnormal results, not elsewhere classified",VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MG7Z,"Abnormal results, not elsewhere classified, unspecified",VAs-99,R50-R69,generated vas_99; WHO_2022_VA multiple:vas_01_99|vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MH10,Brain death,VAs-99,R95-R99,generated vas_99; WHO_2022_VA vas_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_99|vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MH11,Sudden infant death syndrome,VAs-10.99,R95,generated vas_10_99; WHO_2022_VA vas_99; WHO_2022_VA_2026 ICD-10 vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MH11.0,Sudden infant death syndrome with mention of autopsy,VAs-10.99,R95.0,generated vas_10_99; WHO_2022_VA vas_99; WHO_2022_VA_2026 ICD-10 vas_10_99,accepted: native bucket (owner decision 1)
